year,league_id,team_id,park_id,span_first,span_last,games,openings,attendance
1967,NL,SFN,SFO02,4/18/67,10/1/67,82,74,1242500
1967,NL,SLN,STL09,4/11/67,9/24/67,81,75,2089645
1967,AL,WS2,WAS10,4/10/67,9/24/67,80,69,765788
1968,NL,ATL,ATL01,4/12/68,9/29/68,81,80,1146398
1968,AL,BAL,BAL11,4/10/68,9/27/68,80,71,876084
1968,AL,BOS,BOS07,4/16/68,9/29/68,81,76,1882655
1968,AL,CAL,ANA01,4/17/68,9/29/68,81,80,1025956
1968,AL,CHA,CHI10,4/10/68,9/22/68,72,58,537050
1968,AL,CHA,MIL05,5/15/68,8/26/68,9,9,264297
1968,NL,CHN,CHI11,4/13/68,9/29/68,82,71,1043409
1968,NL,CIN,CIN07,4/10/68,9/29/68,82,75,733354
1968,AL,CLE,CLE07,4/11/68,9/22/68,81,73,856815
1968,AL,DET,DET04,4/10/68,9/29/68,81,73,2032257
1968,NL,HOU,HOU02,4/10/68,9/25/68,81,81,1326718
1968,NL,LAN,LOS03,4/10/68,9/22/68,81,78,1581093
1968,AL,MIN,MIN02,4/17/68,9/22/68,81,76,1141103
1968,AL,NYA,NYC16,4/10/68,9/25/68,82,64,1124049
1968,NL,NYN,NYC17,4/17/68,9/29/68,82,69,1781657
1968,AL,OAK,OAK01,4/17/68,9/29/68,83,78,857017
1968,NL,PHI,PHI11,4/17/68,9/22/68,81,69,668040
1968,NL,PIT,PIT06,4/17/68,9/25/68,81,70,693386
1968,NL,SFN,SFO02,4/10/68,9/22/68,81,75,837224
1968,NL,SLN,STL09,4/10/68,9/29/68,81,76,2011567
1968,AL,WS2,WAS10,4/10/68,9/25/68,81,71,541282
1969,NL,ATL,ATL01,4/7/69,10/2/69,81,74,1501047
1969,AL,BAL,BAL11,4/8/69,10/1/69,81,73,1012368
1969,AL,BOS,BOS07,4/14/69,9/28/69,81,76,1837449
1969,AL,CAL,ANA01,4/8/69,9/24/69,81,77,758728
1969,AL,CHA,CHI10,4/16/69,9/28/69,70,59,394865
1969,AL,CHA,MIL05,4/23/69,9/26/69,11,11,198211
1969,NL,CHN,CHI11,4/8/69,10/2/69,82,76,1674953
1969,NL,CIN,CIN07,4/7/69,9/28/69,81,73,987991
1969,AL,CLE,CLE07,4/11/69,9/25/69,81,72,628942
1969,AL,DET,DET04,4/8/69,9/25/69,81,77,1584063
1969,NL,HOU,HOU02,4/11/69,9/24/69,81,80,1442995
1969,AL,KCA,KAN05,4/8/69,10/2/69,82,73,902380
1969,NL,LAN,LOS03,4/15/69,10/2/69,81,78,1794527
1969,AL,MIN,MIN02,4/18/69,10/2/69,81,78,1319387
1969,NL,MON,MON01,4/14/69,9/28/69,81,72,1213277
1969,AL,NYA,NYC16,4/15/69,10/1/69,80,67,1077387
1969,NL,NYN,NYC17,4/8/69,9/24/69,82,70,2192091
1969,AL,OAK,OAK01,4/8/69,9/28/69,81,72,778395
1969,NL,PHI,PHI11,4/14/69,9/28/69,81,71,519401
1969,NL,PIT,PIT06,4/11/69,10/2/69,81,70,769349
1969,NL,SDN,SAN01,4/8/69,9/24/69,81,75,626847
1969,AL,SE1,SEA01,4/11/69,10/2/69,82,74,668215
1969,NL,SFN,SFO02,4/17/69,10/2/69,81,74,873603
1969,NL,SLN,STL09,4/8/69,10/2/69,80,76,1682673
1969,AL,WS2,WAS10,4/7/69,10/1/69,81,75,914227
1970,NL,ATL,ATL01,4/13/70,9/27/70,81,74,1078800
1970,AL,BAL,BAL11,4/10/70,10/1/70,81,75,1027904
1970,AL,BOS,BOS07,4/14/70,9/30/70,81,77,1594593
1970,AL,CAL,ANA01,4/14/70,10/1/70,81,80,1098557
1970,AL,CHA,CHI10,4/7/70,9/27/70,84,69,494411
1970,NL,CHN,CHI11,4/14/70,9/17/70,80,72,1642523
1970,NL,CIN,CIN07,4/6/70,6/24/70,36,34,566928
1970,NL,CIN,CIN08,6/30/70,10/1/70,45,43,1245302
1970,AL,CLE,CLE07,4/7/70,9/27/70,81,72,728209
1970,AL,DET,DET04,4/14/70,10/1/70,81,75,1481364
1970,NL,HOU,HOU02,4/10/70,10/1/70,81,80,1247444
1970,AL,KCA,KAN05,4/7/70,9/27/70,79,72,692986
1970,NL,LAN,LOS03,4/7/70,9/23/70,81,78,1697141
1970,AL,ML4,MIL05,4/7/70,9/24/70,81,73,935496
1970,AL,MIN,MIN02,4/11/70,10/1/70,81,76,1251138
1970,NL,MON,MON01,4/8/70,9/27/70,80,74,1424449
1970,AL,NYA,NYC16,4/7/70,9/27/70,81,69,1136873
1970,NL,NYN,NYC17,4/14/70,10/1/70,82,74,2697456
1970,AL,OAK,OAK01,4/13/70,10/1/70,81,77,778436
1970,NL,PHI,PHI11,4/7/70,10/1/70,80,73,708247
1970,NL,PIT,PIT06,4/7/70,6/28/70,42,40,386907
1970,NL,PIT,PIT07,7/16/70,9/27/70,40,36,955100
1970,NL,SDN,SAN01,4/7/70,10/1/70,81,73,633369
1970,NL,SFN,SFO02,4/7/70,9/27/70,81,72,740404
1970,NL,SLN,STL09,4/10/70,10/1/70,81,75,1627777
1970,AL,WS2,WAS10,4/6/70,9/27/70,81,79,824750
1971,NL,ATL,ATL01,4/9/71,9/30/71,82,76,1006320
1971,AL,BAL,BAL11,4/7/71,9/29/71,77,64,1033035
1971,AL,BOS,BOS07,4/6/71,9/26/71,80,75,1630612
1971,AL,CAL,ANA01,4/6/71,9/26/71,81,79,926253
1971,AL,CHA,CHI10,4/9/71,9/30/71,81,69,832388
1971,NL,CHN,CHI11,4/6/71,9/26/71,81,77,1653007
1971,NL,CIN,CIN08,4/5/71,9/26/71,81,76,1501125
1971,AL,CLE,CLE07,4/8/71,9/29/71,81,72,591298
1971,AL,DET,DET04,4/6/71,9/26/71,81,77,1591037
1971,NL,HOU,HOU02,4/5/71,9/23/71,81,79,1260897
1971,AL,KCA,KAN05,4/12/71,9/26/71,81,72,910784
1971,NL,LAN,LOS03,4/9/71,9/30/71,81,78,2064549
1971,AL,ML4,MIL05,4/10/71,9/19/71,82,75,731533
1971,AL,MIN,MIN02,4/6/71,9/30/71,79,75,940848
1971,NL,MON,MON01,4/13/71,9/30/71,80,72,1293053
1971,AL,NYA,NYC16,4/13/71,9/22/71,81,70,1074518
1971,NL,NYN,NYC17,4/6/71,9/30/71,81,75,2313931
1971,AL,OAK,OAK01,4/7/71,9/29/71,81,73,907835
1971,NL,PHI,PHI12,4/10/71,9/30/71,81,75,1511073
1971,NL,PIT,PIT07,4/6/71,9/19/71,80,77,1540368
1971,NL,SDN,SAN01,4/6/71,9/30/71,81,69,549075
1971,NL,SFN,SFO02,4/12/71,9/19/71,81,72,1119834
1971,NL,SLN,STL09,4/10/71,9/26/71,82,79,1604431
1971,AL,WS2,WAS10,4/5/71,9/30/71,81,77,655156
1972,NL,ATL,ATL01,4/17/72,10/4/72,78,70,761542
1972,AL,BAL,BAL11,4/16/72,10/1/72,77,70,924245
1972,AL,BOS,BOS07,4/17/72,9/28/72,78,74,1423484
1972,AL,CAL,ANA01,4/15/72,10/4/72,80,78,736804
1972,AL,CHA,CHI10,4/18/72,9/27/72,78,66,1198654
1972,NL,CHN,CHI11,4/15/72,10/4/72,77,75,1330571
1972,NL,CIN,CIN08,4/15/72,10/4/72,76,71,1628077
1972,AL,CLE,CLE07,4/15/72,10/3/72,77,65,759774
1972,AL,DET,DET04,4/15/72,10/4/72,78,75,1938791
1972,NL,HOU,HOU02,4/15/72,9/27/72,77,76,1464244
1972,AL,KCA,KAN05,4/15/72,10/4/72,77,70,717082
1972,NL,LAN,LOS03,4/21/72,9/27/72,75,73,1860498
1972,AL,ML4,MIL05,4/22/72,9/24/72,79,68,600419
1972,AL,MIN,MIN02,4/23/72,10/4/72,74,69,807571
1972,NL,MON,MON01,4/18/72,10/4/72,78,73,1149506
1972,AL,NYA,NYC16,4/18/72,10/4/72,77,62,967715
1972,NL,NYN,NYC17,4/15/72,9/24/72,78,72,2134194
1972,AL,OAK,OAK01,4/15/72,9/28/72,77,70,927544
1972,NL,PHI,PHI12,4/17/72,9/28/72,79,77,1481637
1972,NL,PIT,PIT07,4/18/72,10/4/72,78,73,1520969
1972,NL,SDN,SAN01,4/15/72,10/1/72,80,70,643273
1972,NL,SFN,SFO02,4/21/72,10/4/72,77,69,645578
1972,NL,SLN,STL09,4/15/72,9/27/72,77,72,1196894
1972,AL,TEX,ARL01,4/21/72,10/1/72,77,75,667287
1973,NL,ATL,ATL01,4/6/73,9/30/73,81,68,802848
1973,AL,BAL,BAL11,4/6/73,9/29/73,81,72,960307
1973,AL,BOS,BOS07,4/6/73,9/30/73,81,77,1483301
1973,AL,CAL,ANA01,4/6/73,9/30/73,81,80,1057631
1973,AL,CHA,CHI10,4/11/73,9/27/73,81,75,1315260
1973,NL,CHN,CHI11,4/6/73,10/1/73,80,73,1351971
1973,NL,CIN,CIN08,4/5/73,9/30/73,81,75,2017821
1973,AL,CLE,CLE07,4/7/73,9/26/73,81,68,605066
1973,AL,DET,DET04,4/11/73,9/24/73,81,78,1724146
1973,NL,HOU,HOU02,4/9/73,9/26/73,81,80,1393998
1973,AL,KCA,KAN06,4/10/73,9/23/73,81,74,1345441
1973,NL,LAN,LOS03,4/11/73,9/23/73,81,80,2139452
1973,AL,ML4,MIL05,4/13/73,9/27/73,81,73,1092244
1973,AL,MIN,MIN02,4/13/73,9/23/73,81,76,907499
1973,NL,MON,MON01,4/14/73,9/24/73,81,73,1246863
1973,AL,NYA,NYC16,4/9/73,9/30/73,81,72,1262039
1973,NL,NYN,NYC17,4/6/73,9/26/73,81,73,1914695
1973,AL,OAK,OAK01,4/6/73,9/30/73,81,79,1000045
1973,NL,PHI,PHI12,4/10/73,9/23/73,81,75,1475932
1973,NL,PIT,PIT07,4/6/73,10/1/73,81,72,1318558
1973,NL,SDN,SAN01,4/6/73,9/29/73,81,75,612005
1973,NL,SFN,SFO02,4/9/73,9/23/73,81,74,834415
1973,NL,SLN,STL09,4/11/73,9/30/73,81,79,1573906
1973,AL,TEX,ARL01,4/7/73,9/30/73,81,74,686162
1974,NL,ATL,ATL01,4/8/74,10/2/74,81,75,981083
1974,AL,BAL,BAL11,4/5/74,9/29/74,81,74,962620
1974,AL,BOS,BOS07,4/11/74,10/2/74,81,78,1558391
1974,AL,CAL,ANA01,4/9/74,10/2/74,81,77,905399
1974,AL,CHA,CHI10,4/5/74,10/2/74,82,76,1166453
1974,NL,CHN,CHI11,4/9/74,9/29/74,81,74,1015378
1974,NL,CIN,CIN08,4/4/74,9/29/74,82,74,2134250
1974,AL,CLE,CLE07,4/10/74,9/29/74,81,73,1111450
1974,AL,DET,DET04,4/9/74,10/2/74,81,75,1245346
1974,NL,HOU,HOU02,4/12/74,10/2/74,81,80,1093105
1974,AL,KCA,KAN06,4/5/74,9/29/74,81,78,1174292
1974,NL,LAN,LOS03,4/5/74,9/25/74,81,80,2629474
1974,AL,ML4,MIL05,4/5/74,10/2/74,81,72,938822
1974,AL,MIN,MIN02,4/9/74,10/2/74,82,77,667511
1974,NL,MON,MON01,4/16/74,10/1/74,80,70,1019132
1974,AL,NYA,NYC17,4/6/74,9/25/74,81,72,1290480
1974,NL,NYN,NYC17,4/10/74,10/2/74,81,71,1727328
1974,AL,OAK,OAK01,4/13/74,9/29/74,81,76,836662
1974,NL,PHI,PHI12,4/6/74,9/25/74,81,76,1792067
1974,NL,PIT,PIT07,4/10/74,10/2/74,81,72,1110737
1974,NL,SDN,SAN01,4/9/74,9/28/74,81,76,1075471
1974,NL,SFN,SFO02,4/5/74,10/2/74,81,74,519991
1974,NL,SLN,STL09,4/5/74,9/25/74,81,76,1838413
1974,AL,TEX,ARL01,4/4/74,9/26/74,80,76,1193867
1975,NL,ATL,ATL01,4/15/75,9/24/75,80,73,534552
1975,AL,BAL,BAL11,4/11/75,9/24/75,77,68,1002125
1975,AL,BOS,BOS07,4/8/75,9/28/75,81,77,1748518
1975,AL,CAL,ANA01,4/7/75,9/23/75,81,76,1058103
1975,AL,CHA,CHI10,4/15/75,9/21/75,81,74,770802
1975,NL,CHN,CHI11,4/10/75,9/28/75,81,76,1034819
1975,NL,CIN,CIN08,4/7/75,9/28/75,81,75,2315603
1975,AL,CLE,CLE07,4/8/75,9/24/75,80,69,977056
1975,AL,DET,DET04,4/10/75,9/21/75,80,73,1038439
1975,NL,HOU,HOU02,4/7/75,9/24/75,81,79,857444
1975,AL,KCA,KAN06,4/11/75,9/25/75,81,77,1151805
1975,NL,LAN,LOS03,4/14/75,9/28/75,81,80,2552103
1975,AL,ML4,MIL05,4/11/75,9/28/75,81,73,1213363
1975,AL,MIN,MIN02,4/15/75,9/28/75,82,73,737156
1975,NL,MON,MON01,4/18/75,9/24/75,81,72,908202
1975,AL,NYA,NYC17,4/11/75,9/28/75,78,68,1288046
1975,NL,NYN,NYC17,4/8/75,9/21/75,81,76,1730766
1975,AL,OAK,OAK01,4/8/75,9/28/75,81,77,1077597
1975,NL,PHI,PHI12,4/11/75,9/28/75,81,74,1908969
1975,NL,PIT,PIT07,4/11/75,9/24/75,80,73,1270013
1975,NL,SDN,SAN01,4/10/75,9/28/75,81,77,1281747
1975,NL,SFN,SFO02,4/11/75,9/21/75,81,74,522902
1975,NL,SLN,STL09,4/7/75,9/28/75,82,78,1695034
1975,AL,TEX,ARL01,4/8/75,9/28/75,80,76,1127663
1976,NL,ATL,ATL01,4/13/76,9/29/76,81,71,817947
1976,AL,BAL,BAL11,4/9/76,9/29/76,81,74,1058792
1976,AL,BOS,BOS07,4/13/76,10/3/76,81,79,1895885
1976,AL,CAL,ANA01,4/9/76,9/30/76,81,78,1006774
1976,AL,CHA,CHI10,4/9/76,9/25/76,80,68,914942
1976,NL,CHN,CHI11,4/13/76,10/3/76,81,77,1026785
1976,NL,CIN,CIN08,4/8/76,10/3/76,81,75,2629708
1976,AL,CLE,CLE07,4/10/76,9/30/76,79,68,949821
1976,AL,DET,DET04,4/13/76,9/25/76,80,74,1471533
1976,NL,HOU,HOU02,4/12/76,10/2/76,82,75,886622
1976,AL,KCA,KAN06,4/13/76,10/3/76,81,78,1679160
1976,NL,LAN,LOS03,4/13/76,10/3/76,81,79,2386301
1976,AL,ML4,MIL05,4/8/76,10/3/76,81,75,1011399
1976,AL,MIN,MIN02,4/13/76,9/29/76,81,75,715394
1976,NL,MON,MON01,4/14/76,9/26/76,80,67,646698
1976,AL,NYA,NYC16,4/15/76,10/2/76,80,74,2017932
1976,NL,NYN,NYC17,4/9/76,9/29/76,82,76,1470364
1976,AL,OAK,OAK01,4/17/76,10/3/76,81,79,780945
1976,NL,PHI,PHI12,4/10/76,10/3/76,81,78,2480016
1976,NL,PIT,PIT07,4/13/76,10/3/76,81,73,1025952
1976,NL,SDN,SAN01,4/9/76,9/29/76,80,77,1458478
1976,NL,SFN,SFO02,4/9/76,9/26/76,81,72,625382
1976,NL,SLN,STL09,4/9/76,9/29/76,81,79,1200323
1976,AL,TEX,ARL01,4/9/76,10/3/76,81,77,1161682
1977,NL,ATL,ATL01,4/15/77,9/28/77,81,80,871526
1977,AL,BAL,BAL11,4/7/77,9/29/77,81,80,1257033
1977,AL,BOS,BOS07,4/7/77,10/1/77,80,74,2074549
1977,AL,CAL,ANA01,4/15/77,9/25/77,81,76,1435133
1977,AL,CHA,CHI10,4/12/77,10/2/77,81,75,1680296
1977,NL,CHN,CHI11,4/7/77,9/28/77,81,75,1440753
1977,NL,CIN,CIN08,4/6/77,10/2/77,81,76,2526031
1977,AL,CLE,CLE07,4/16/77,9/25/77,81,71,920869
1977,AL,DET,DET04,4/7/77,9/25/77,81,78,1410065
1977,NL,HOU,HOU02,4/8/77,9/25/77,81,77,1099580
1977,AL,KCA,KAN06,4/11/77,10/2/77,81,77,1889574
1977,NL,LAN,LOS03,4/7/77,10/2/77,81,79,2945087
1977,AL,ML4,MIL05,4/12/77,10/2/77,81,76,1141774
1977,AL,MIN,MIN02,4/15/77,9/28/77,80,77,1162727
1977,NL,MON,MON02,4/15/77,9/25/77,81,78,1437190
1977,AL,NYA,NYC16,4/7/77,10/2/77,81,81,2316023
1977,NL,NYN,NYC17,4/12/77,9/23/77,79,70,1062782
1977,AL,OAK,OAK01,4/9/77,9/28/77,81,73,504765
1977,NL,PHI,PHI12,4/9/77,10/2/77,81,79,2699750
1977,NL,PIT,PIT07,4/7/77,10/2/77,81,73,1237359
1977,NL,SDN,SAN01,4/12/77,9/25/77,81,79,1375269
1977,AL,SEA,SEA02,4/6/77,9/25/77,81,76,1350601
1977,NL,SFN,SFO02,4/15/77,10/2/77,81,74,696654
1977,NL,SLN,STL09,4/15/77,10/2/77,83,79,1658282
1977,AL,TEX,ARL01,4/11/77,10/2/77,81,76,1274962
1977,AL,TOR,TOR01,4/7/77,10/2/77,80,75,1794651
1978,NL,ATL,ATL01,4/7/78,9/28/78,81,74,875902
1978,AL,BAL,BAL11,4/14/78,9/28/78,81,72,1033755
1978,AL,BOS,BOS07,4/14/78,10/2/78,82,77,2320210
1978,AL,CAL,ANA01,4/7/78,10/1/78,81,77,1755386
1978,AL,CHA,CHI10,4/7/78,9/26/78,80,76,1491100
1978,NL,CHN,CHI11,4/14/78,10/1/78,82,74,1495983
1978,NL,CIN,CIN08,4/6/78,10/1/78,80,75,2532497
1978,AL,CLE,CLE07,4/8/78,9/24/78,78,70,807123
1978,AL,DET,DET04,4/7/78,10/1/78,81,76,1714843
1978,NL,HOU,HOU02,4/10/78,10/1/78,81,78,1128233
1978,AL,KCA,KAN06,4/10/78,10/1/78,81,80,2255493
1978,NL,LAN,LOS03,4/14/78,9/24/78,81,80,3347803
1978,AL,ML4,MIL05,4/7/78,9/24/78,81,74,1581834
1978,AL,MIN,MIN02,4/14/78,9/24/78,81,73,787880
1978,NL,MON,MON02,4/14/78,9/24/78,80,76,1427181
1978,AL,NYA,NYC16,4/13/78,10/1/78,81,77,2424399
1978,NL,NYN,NYC17,4/7/78,9/26/78,80,73,1007867
1978,AL,OAK,OAK01,4/10/78,10/1/78,80,72,527017
1978,NL,PHI,PHI12,4/7/78,9/27/78,82,77,2582409
1978,NL,PIT,PIT07,4/7/78,10/1/78,81,70,964106
1978,NL,SDN,SAN01,4/14/78,10/1/78,81,78,1669349
1978,AL,SEA,SEA02,4/5/78,10/1/78,81,77,866906
1978,NL,SFN,SFO02,4/7/78,9/27/78,81,74,1738855
1978,NL,SLN,STL09,4/10/78,10/1/78,81,78,1278221
1978,AL,TEX,ARL01,4/8/78,9/27/78,82,75,1447963
1978,AL,TOR,TOR01,4/14/78,9/24/78,81,73,1562509
1979,NL,ATL,ATL01,4/9/79,9/26/79,79,75,768737
1979,AL,BAL,BAL11,4/6/79,9/26/79,79,72,1680427
1979,AL,BOS,BOS07,4/5/79,9/27/79,80,79,2353125
1979,AL,CAL,ANA01,4/10/79,9/26/79,81,81,2523575
1979,AL,CHA,CHI10,4/10/79,9/30/79,79,73,1280702
1979,NL,CHN,CHI11,4/5/79,9/26/79,81,76,1656343
1979,NL,CIN,CIN08,4/4/79,9/30/79,80,77,2356933
1979,AL,CLE,CLE07,4/7/79,9/30/79,81,74,1011744
1979,AL,DET,DET04,4/7/79,9/30/79,80,75,1630939
1979,NL,HOU,HOU02,4/6/79,9/23/79,81,77,1915449
1979,AL,KCA,KAN06,4/5/79,9/30/79,81,79,2261845
1979,NL,LAN,LOS03,4/5/79,9/30/79,81,81,2860954
1979,AL,ML4,MIL05,4/10/79,9/27/79,81,76,1918893
1979,AL,MIN,MIN02,4/17/79,9/30/79,81,75,1070621
1979,NL,MON,MON02,4/14/79,9/30/79,81,72,2102153
1979,AL,NYA,NYC16,4/5/79,9/30/79,81,79,2543848
1979,NL,NYN,NYC17,4/10/79,9/23/79,82,69,788764
1979,AL,OAK,OAK01,4/6/79,9/23/79,81,77,306763
1979,NL,PHI,PHI12,4/10/79,9/26/79,81,77,2774849
1979,NL,PIT,PIT07,4/6/79,9/30/79,81,74,1435427
1979,NL,SDN,SAN01,4/13/79,9/23/79,81,77,1457147
1979,AL,SEA,SEA02,4/4/79,9/23/79,81,80,844450
1979,NL,SFN,SFO02,4/10/79,9/30/79,81,78,1483812
1979,NL,SLN,STL09,4/6/79,9/30/79,82,77,1628406
1979,AL,TEX,ARL01,4/10/79,9/30/79,81,78,1519672
1979,AL,TOR,TOR01,4/13/79,9/23/79,81,77,1431659
1980,NL,ATL,ATL01,4/17/80,9/27/80,80,77,1048352
1980,AL,BAL,BAL11,4/15/80,10/5/80,81,80,1805020
1980,AL,BOS,BOS07,4/14/80,10/5/80,81,79,1956110
1980,AL,CAL,ANA01,4/11/80,10/1/80,81,81,2297327
1980,AL,CHA,CHI10,4/10/80,10/5/80,81,75,1212873
1980,NL,CHN,CHI11,4/17/80,9/28/80,81,76,1204582
1980,NL,CIN,CIN08,4/9/80,10/5/80,82,76,2031596
1980,AL,CLE,CLE07,4/19/80,10/1/80,79,72,1036352
1980,AL,DET,DET04,4/18/80,9/28/80,82,76,1785360
1980,NL,HOU,HOU02,4/10/80,10/2/80,81,79,2308092
1980,AL,KCA,KAN06,4/10/80,10/5/80,81,80,2290056
1980,NL,LAN,LOS03,4/17/80,10/6/80,82,81,3248887
1980,AL,ML4,MIL05,4/10/80,10/5/80,82,77,1865583
1980,AL,MIN,MIN02,4/22/80,9/28/80,80,73,769206
1980,NL,MON,MON02,4/18/80,10/5/80,80,75,2185122
1980,AL,NYA,NYC16,4/18/80,10/5/80,81,79,2627417
1980,NL,NYN,NYC17,4/10/80,10/1/80,82,76,1178738
1980,AL,OAK,OAK01,4/10/80,9/28/80,81,75,842319
1980,NL,PHI,PHI12,4/11/80,10/2/80,81,78,2658957
1980,NL,PIT,PIT07,4/14/80,10/5/80,81,74,1641757
1980,NL,SDN,SAN01,4/10/80,9/28/80,81,78,1152438
1980,AL,SEA,SEA02,4/9/80,9/28/80,81,80,837886
1980,NL,SFN,SFO02,4/17/80,10/5/80,81,78,1098130
1980,NL,SLN,STL09,4/10/80,10/5/80,81,80,1399755
1980,AL,TEX,ARL01,4/10/80,10/5/80,80,77,1198165
1980,AL,TOR,TOR01,4/16/80,10/1/80,81,75,1400327
1981,NL,ATL,ATL01,4/10/81,10/1/81,50,49,534107
1981,AL,BAL,BAL11,4/10/81,10/4/81,55,53,1024831
1981,AL,BOS,BOS07,4/10/81,9/27/81,53,52,1060659
1981,AL,CAL,ANA01,4/13/81,9/27/81,54,54,1441545
1981,AL,CHA,CHI10,4/14/81,10/4/81,49,47,944701
1981,NL,CHN,CHI11,4/9/81,9/27/81,58,55,565615
1981,NL,CIN,CIN08,4/8/81,10/4/81,54,51,1111107
1981,AL,CLE,CLE07,4/11/81,10/5/81,54,49,662417
1981,AL,DET,DET04,4/9/81,10/1/81,55,54,1149744
1981,NL,HOU,HOU02,4/13/81,9/29/81,51,50,1321222
1981,AL,KCA,KAN06,4/14/81,10/4/81,47,47,1279440
1981,NL,LAN,LOS03,4/9/81,10/4/81,56,56,2382579
1981,AL,ML4,MIL05,4/16/81,10/4/81,49,48,878482
1981,AL,MIN,MIN02,4/9/81,9/30/81,61,59,469090
1981,NL,MON,MON02,4/15/81,9/27/81,56,52,1534663
1981,AL,NYA,NYC16,4/9/81,9/27/81,51,50,1614482
1981,NL,NYN,NYC17,4/15/81,10/4/81,52,49,701910
1981,AL,OAK,OAK01,4/17/81,9/30/81,56,51,1298105
1981,NL,PHI,PHI12,4/13/81,10/4/81,55,54,1638914
1981,NL,PIT,PIT07,4/9/81,10/4/81,51,48,549369
1981,NL,SDN,SAN01,4/13/81,9/27/81,55,54,559711
1981,AL,SEA,SEA02,4/9/81,10/4/81,57,56,636276
1981,NL,SFN,SFO02,4/9/81,10/4/81,53,51,632274
1981,NL,SLN,STL09,4/11/81,9/29/81,53,53,1010247
1981,AL,TEX,ARL01,4/14/81,10/4/81,56,54,853032
1981,AL,TOR,TOR01,4/13/81,9/23/81,53,51,755083
1982,NL,ATL,ATL01,4/9/82,9/26/82,81,78,1800376
1982,AL,BAL,BAL11,4/5/82,10/3/82,82,74,1613685
1982,AL,BOS,BOS07,4/12/82,9/30/82,81,79,1954038
1982,AL,CAL,ANA01,4/13/82,10/3/82,81,81,2807360
1982,AL,CHA,CHI10,4/17/82,9/29/82,80,76,1567787
1982,NL,CHN,CHI11,4/9/82,10/3/82,81,79,1250410
1982,NL,CIN,CIN08,4/5/82,9/26/82,81,79,1340706
1982,AL,CLE,CLE07,4/10/82,10/3/82,81,77,1044041
1982,AL,DET,DET04,4/15/82,9/30/82,81,76,1636058
1982,NL,HOU,HOU02,4/6/82,10/3/82,81,80,1560396
1982,AL,KCA,KAN06,4/9/82,10/3/82,81,80,2279464
1982,NL,LAN,LOS03,4/6/82,9/30/82,81,80,3608881
1982,AL,ML4,MIL05,4/16/82,9/26/82,82,78,1978815
1982,AL,MIN,MIN03,4/6/82,10/3/82,81,81,921186
1982,NL,MON,MON02,4/14/82,9/28/82,81,78,2319792
1982,AL,NYA,NYC16,4/11/82,10/3/82,81,75,2041219
1982,NL,NYN,NYC17,4/13/82,9/30/82,81,75,1320469
1982,AL,OAK,OAK01,4/6/82,9/26/82,81,78,1738658
1982,NL,PHI,PHI12,4/8/82,10/3/82,81,77,2374711
1982,NL,PIT,PIT07,4/16/82,10/3/82,81,76,1026477
1982,NL,SDN,SAN01,4/6/82,10/3/82,81,79,1617391
1982,AL,SEA,SEA02,4/16/82,9/26/82,81,81,1070387
1982,NL,SFN,SFO02,4/13/82,10/3/82,81,77,1228846
1982,NL,SLN,STL09,4/10/82,9/26/82,81,80,2111922
1982,AL,TEX,ARL01,4/12/82,9/29/82,81,78,1154432
1982,AL,TOR,TOR01,4/9/82,10/3/82,81,77,1275908
1983,NL,ATL,ATL01,4/8/83,9/27/83,80,77,2116740
1983,AL,BAL,BAL11,4/4/83,10/2/83,81,77,2036397
1983,AL,BOS,BOS07,4/5/83,10/2/83,81,77,1780794
1983,AL,CAL,ANA01,4/5/83,9/28/83,81,78,2555376
1983,AL,CHA,CHI10,4/12/83,9/21/83,81,79,2132813
1983,NL,CHN,CHI11,4/6/83,9/28/83,81,79,1483702
1983,NL,CIN,CIN08,4/4/83,9/29/83,81,79,1192882
1983,AL,CLE,CLE07,4/9/83,9/22/83,81,72,768937
1983,AL,DET,DET04,4/8/83,10/2/83,81,76,1786900
1983,NL,HOU,HOU02,4/5/83,10/2/83,82,81,1352942
1983,AL,KCA,KAN06,4/9/83,9/25/83,82,79,1963886
1983,NL,LAN,LOS03,4/8/83,10/2/83,80,80,3509313
1983,AL,ML4,MIL05,4/15/83,9/29/83,81,77,2266725
1983,AL,MIN,MIN03,4/5/83,9/29/83,81,80,868272
1983,NL,MON,MON02,4/12/83,9/25/83,81,76,2320556
1983,AL,NYA,NYC16,4/12/83,9/29/83,81,78,2249688
1983,NL,NYN,NYC17,4/5/83,10/2/83,82,74,1099876
1983,AL,OAK,OAK01,4/4/83,10/2/83,81,77,1294941
1983,NL,PHI,PHI12,4/12/83,10/2/83,82,75,2128345
1983,NL,PIT,PIT07,4/12/83,9/29/83,81,74,1227449
1983,NL,SDN,SAN01,4/12/83,10/2/83,82,78,1544736
1983,AL,SEA,SEA02,4/5/83,10/2/83,81,81,808037
1983,NL,SFN,SFO02,4/5/83,9/21/83,81,77,1256098
1983,NL,SLN,STL09,4/5/83,10/2/83,81,79,2343669
1983,AL,TEX,ARL01,4/4/83,10/2/83,81,78,1362314
1983,AL,TOR,TOR01,4/9/83,10/2/83,81,77,1930277
1984,NL,ATL,ATL01,4/3/84,9/30/84,81,79,1724891
1984,AL,BAL,BAL11,4/2/84,9/26/84,81,76,2037206
1984,AL,BOS,BOS07,4/13/84,9/30/84,81,77,1660551
